البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8725	6251653580218	quitra 100mg tab					6					6000	
8726	6251653580300	quitra 200mg tab					3					9000	
8727	9314839015427	QV flare up cream100g/sh				104	0	24		11716	10688	15000	281187
8728	9314839014192	qv baby gentle wash 250g /sh				5	0	2		10845	10700	14000	21689
8729	9314839014222	qv baby skin lotion 250ml/sh				9	0			12090	12090	13000	
8730	9314839002632	QV cream 100g/sh				632	0	87		10981	10720	12000	955343
8731		QV cream 500g Pump / sh				87	0	8		24447	24100	30000	195575
8732	9314839012952	qv cream 500gm/sh				104	0	12		24822	25100	30000	297868
8733	9314839012723	qv face gentel cleanser 250ml/sh				2	0	1		15550	15550	20000	15550
8734	9314839006562	QV FACIAL WASH 500ML/sh				54	0	7		18003	19042	24000	126023
8735	9314839019890	QV Gentle Wash 250ml/sh				164	0	3		10747	13828	17000	32240
8736	9314839006876	QV heel balm/sh				189	0	97		7839	9000	12000	760404
8737	9314839007422	QV lip blam /sh				177	0	2		6097	6100	9000	12194
8738	9314839021350	QV moisturising day cream spf 75g/sh				148	0	2		15459	15968	18000	30919
8739	9314839021381	qv nurturing night cream /sh				2	0			20650	20650	25000	
8740	93537339	QV Roll on				3	0			11000	11000	15000	
8741	9314839002618	QV Skin Lotion 250ml/sh				99	0	48		16612	16576	19000	797386
8742	9314839016202	QV Skin Lotion 500ml/sh				72	0	28		22068	22025	25000	617908
8743	9314839021367	qv ultra calming moisturiser cream/sh				2	0			15520	15520	20000	
8744	9314839014215	QV كريم حماية بيبي 50/sh				78	0	6		5236	5260	6000	31416
8745	9314839014161	QV كريم مرطب بيبي 100 / SH				38	0			8519	8500	10000	
8746	9314839017476	QV كريم يد واقي 50/sh				66	0	11		6499	6742	10000	71485
8747	9314839008955	QV مرطب للجسم شديد الجفاف 100/sh				106	0	16		12671	13148	16000	202729
8748	9314839008948	QV مرطب للجلد شديد الجفاف 250/sh				124	0	14		12563	14320	16000	175888
8749	609788968528	Q-Well 10 200mg cap AMS					0					45000	
8750	604776737988	Q-well 10 tab AMS				2	0		علبة	52650	52650	60000	
8751	4154418547773	Rabedom cap					3			5775	5775	7000	
8752	8697929040150	rabelis 20mg tab				0	2	1		4389	4389	5750	4389
8753	5060464502231	rabeprazole 20mg flamingo					3			4196	4320	5000	
8754	010628512801396310XL022317220508212038242109969	Rabezole 20mg 14 tablet Jamjoom					2					4500	
8755		rada frot wise				1	0	1		6364	6364	7000	6364
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8756	5200104280253	Radermin gel				2	0			11408	11408	13000	
8757	6936461325427	Radian message cream /sh				12	0	4		1024	1090	1500	4094
8758	10002369	radian zg massage cream /sh				5	0			820	786	3000	
8759	5060464502224	RAMIPRIL 10MG FLAMINGO				1	3	3		2205	2205	3000	6614
8760	5060464501630	ramipril 2.5mg cap				6	3	19		1957	1962	2500	37185
8761	5060464501647	Ramipril 5mg tab Flamingo				4	3	12		2207	2212	3000	26485
8762	6251148011081	Ramoclav 375mg tab					0					5000	
8763	8699569040071	Raneks 20mg tab Bilim /sh			باكيت	0	2	1	شريط	3511	3511	4500	3511
8764	1001608010	Ranexa 375mg tab Ranolazine					3			15898	15898	35000	
8765	10002044	ranexa 500mg/sh				1	3	3		15898	15898	19000	47695
8766	1001327	Ranistin ranitidine amp					10					1000	
8767	5204737705022	ranitidine kleva amp					5					1000	
8768	6211259033389	Rantan amp ranitidine					5					1500	
8769	604776736592	rapid-c 1000mg tab AMS					0					28000	
8770	604776736585	Rapid-C 500mg 100 tablet AMS					100					250	
8771	6285147003730	RAPIDUS 50MG TAB TABUK /sh			باكيت	12	2	23	شريط	1207	1207	2000	27764
8772	3002778450336	Ravedon tab				1	3	3		4394	4394	6000	13181
8773	8699580090383	Ravivo 500mg 7 tab				8	0	2		8119	8119	10750	16238
8774	8699580690019	Ravivo 500mg/100ml solution for infusion					0					24000	
8775	7791010202074	Ravktol			باكيت		2		شريط			6000	
8776	8906110920226	Ravmol tab					10					1000	
8777	10181051807	RAW SHEA body lotion/sh				47	0	24		12962	14500	18000	311077
8778	10181053559	RAW shea hand cream/sh				52	0	28		9391	9167	15000	262958
8779	6214346546540	raya ledo spray					0			1970	1970	3000	
8780	8901111074077	razine 500mg tab Ajanta /sh			باكيت	1	3	4	شريط	3586	3600	4500	14342
8781	8964003535308	Razodex 30 Getz / sh			شريط	3	3	10	باكيت	4127	4191	5000	41269
8782	8964003535315	Razodex 60 Getz / sh			شريط	3	3	9	باكيت	4892	4905	6000	44024
8783	6223005781048	Razogesic 20 tab					2			696	696	1000	
8784	6253809160169	Rebo-Zeal Cream 30g/sh				2	0	1		8560	8560	11000	8560
8785	8698712451580	recto clean / sh				3	0	2		5000	5000	5000	10000
8786	5903794148512	Rectostop 50ml ointment / sh				4	0			19499	19715	22000	
8787	4030571003854	Recugel				15	0	4		12416	12528	15000	49664
8788	6251870024113	REDEX 10MG 2 TABLET pharma total quality /sh				16	0	1		2854	2853	3750	2854
8789	6251870024014	redex 20mg tab pharma total quality /sh				18	0	3		3293	3296	4500	9879
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8790	6251870024205	redex5 tab pharma /sh	redex5	tadalafil 5mg		8	3	23		9545	9545	12000	219530
8791	1001480	Redoxon vitamin C 15 efferv. tab					0					12000	
8792	8600097429054	Refen amp					5					1000	
8793	8600097418225	Refen Gel Mypharmacy					0					3000	
8794	8600097429061	refen retard 100mg 20tab Hemopharm					2					1500	
8795	8684083320808	refine and glow toner				1	0	1		18525	18525	25000	18525
8796	6251106160486	refit 120mg cap. 40 pharma international / sh			باكيت	45	4	180	شريط	7087	7056	8750	1275593
8797	6251106161353	Refit 120mg capsul دولية					4					7000	
8798	1001384	Refresh Plus 30drop allergan					0					12000	
8799	1001474	Refresh Tears drop allergan					0					15000	
8800	8697711701078	rejuvenating skin cream/sh				10	0	8		11203	12000	13000	89625
8801	4009932927412	Relax and sleep melatonin tab SYSTEM /sh					2			6810	6810	9000	
8802	63935025760	relaxen day AG/sh				6	0	3		11290	11455	14000	33871
8803	6224009747481	relaxiged caps				0	3	1		1337	1337	2000	1337
8804	8684543711832	relaxing sleep gummies adult				3	60	189		201	204	500	38067
8805	8684543711856	relaxing sleep gummies kids				2	60	98		196	196	500	19224
8806	890604788035	Relaxofine tablet					2					7000	
8807	010628512801333810BF04071124063017270630212063667012048	RELAXON cap جمجوم			باكيت	11	3	32	شريط	1609	1609	2250	51498
8808	20005	RELAXON CAP جمجوم/sh			باكيت	18	3	55	شريط	1583	1609	2250	87064
8809	100171230093	relaxon forte cap					3			1609	1609	2500	
8810	8908015480003	RELIEF GEL					0					1500	
8811	5285007350203	reliefast 50mg sachets				1	30	42		264	264	500	11088
8812	6285147006922	Relif 200mg cap Celecoxib Tabuk					2					5000	
8813	5281019904564	RELI-FLU TAB				8	2	15		1262	1262	2000	18937
8814	6291103841650	reline 100mg pharma/sh			شريط	2	3	6	باكيت	3834	3834	5000	23004
8815	6291103841667	reline 50mg pharma			3		3			2862	2862	4000	
8816	5290665007475	Remethan 100mg tab. diclofenac قبرصي					3					5000	
8817	5290665000681	Remethan 50mg tab. diclofenac قبرصي					2					4000	
8818	8941100359853	REMMO 40MG TAB BEX		ESOMEPRAZOLE	باكيت	4	2	7	شريط	4000	4000	7000	28000
8819	7640144122768	remotiv 500mg tab			باكيت		3		شريط			11000	
8820	8901138500771	Renalka syrup Hemalaya				8	0	7		8778	8778	7000	61446
8821	785618601107	renata batteries 6 pack					0			3500	3500	5000	
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8822	862202000109	Renavive cap/sh				2	0			46600	46600	50000	
8823	6251106800559	renebo oint 30gm					0					10000	
8824	680080318004020	RENEIH KINDI TAB				0	2	1		515	500	1000	515
8825	10002123	rennie chewble tab bayer /sh		ca carbonate \ mg carbonate	باكيت	115	8	918	شريط	667	667	1000	612180
8826	100168	rennie tab				16	8	126		669	667	1000	84296
8827	5294271161347	RENON 25MG				1	3	3		8182	8182	10250	24545
8828		RENON 25MG 30TAB					3					9000	
8829	5294271161354	RENON 50 PX					3			11255	11255	12000	
8830	377202103175	renw lithium battery / sh			شريط		10			630	630	1000	
8831	4103040119919	repair conditioner سيباميد/sh				13	0	7		14206	14750	18000	99444
8832	6221043040042	reparil 40mg tab meda				2	4	7		2441	2441	3000	17089
8833	4019338607436	Reparil -Gel N/sh				105	0	6		5710	5706	7500	34260
8834	4019338607429	REPARIL TAB MEDA / sh				14	4	55		2189	2194	3000	120396
8835	6221043040097	reparil-gel N امتياز					0					9000	
8836	5291171001742	repart 40mg tab			باكيت		2			3950	3950	5500	
8837	5310090005997	repoxol tab				1	0	1		13225	13225	18000	13225
8838	5294271160722	Respiramol 200/6 inhaler d+fisher / sh				4	0	2		22089	22090	27500	44178
8839	5294271160739	respiramol 400/12mcg cap / sh				7	0	5		35238	35238	42000	176188
8840	5310090006840	Respolek 2mg tab					2					6500	
8841	5310090006864	Respolek 4mg tablet					2			5440	5440	8000	
8842	6251065011645	RESTAMINE TAB HIKMA/SH				86	0	10		2273	2285	3000	22726
8843	3401597431746	resvis xr forte sachet					0			22355	22355	28000	
8844	6211170027665	RETAN 20MG CAP Asia /sh				10	5	50		3916	3888	5000	195799
8845	6211170071392	RETAN 5MG				7	5	33		2461	2352	5000	81219
8846	6211170017666	retane 10 mg cap asia /sh		isotretinion	باكيت	1	5	7	شريط	2347	2354	3500	16428
8847	6211170037664	retane 40mg tab asia /sh			باكيت	3	5	15	باكيت	5922	6380	7000	88825
8848	6251060001030	Retaren 10mg tab					5					3000	
8849	6251060001047	Retaren 20mg tab Algadeed					5					4000	
8850	301870394368	RETIN -A SOAP cilga / sh				10	0	1		1188	1363	2000	1188
8851	6210870136325	Retinoid 0.025 SOL				4	0	1		3280	3280	4500	3280
8852	6210870085357	retinoid 0.1 cream 30gm					0					5000	
8853	8809647392668	Retinol intense serum 30ml				1	0	1		18000	18000	22000	18000
8854	8809647392828	Retinol intense Trial kit somebymi /sh				2	0	1		17658	17658	23000	17658
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8855	6251159028320	Revanin 125mg supp				1	0			1669	1669	3000	
8856	6251159029211	revanin 250mg supp				5	0			1679	1679	2500	
8857	6251159028306	Revanin regular strength susp. hikma					0					3500	
8858	6217965421007	Revixil shampo 200ml				3	0			4270	4270	8000	
8859	6251106804946	Revma 10mg 10 tab دولية					0					12000	
8860	6251106804960	revma 15mg tab					4			7328	7328	7000	
8861	8682397547676	REVOX ROSEMARY 100ML				2	0			16457	16457	20000	
8862	5060565107366	revuele aha-pha-acids tea tree wash ge/shl				16	0			5960	5960	10000	
8863	3800225901994	revuele air cleansing foam with cucumber juice				1	0	1		6048	6048	9000	6048
8864	5060565106413	REVUELE ANTI BLEMISH CLEANSER /sh				43	0	6		9049	9045	12000	54295
8865	5060565106680	revuele anti pigment day cream tinted					0			8484	8484	12000	
8866	5060565107885	REVUELE ANTI PIMPLE CREAM/sh				16	0	9		7314	7878	11000	65825
8867	5060565107328	REVUELE ANTI PIMPLE LOT/sh				12	0	2		7279	7810	10000	14559
8868	5060565106673	revuele anti-pigment day cream				4	0			8484	8484	12000	
8869	5060565107892	revuele anti-pimpile lotion 30ml				2	0			7806	7806	12000	
8870		revuele anti-pimple gel cream 50 ml					0			8251	8251	12000	
8871	5060565108455	revuele body gel cream 250ml/sh				5	0	3		8486	8659	12000	25459
8872	5060565106505	revuele body lotion instant hydration				2	0			7409	7344	10000	
8873	5060565106529	revuele body milk deeply nourishing				2	0	1		7320	7320	10000	7320
8874	5060565106307	revuele centella cleansing gel /sh				5	0			8374	8535	13000	
8875	5060565106314	revuele centella repairing face gel cream 40ml				2	0	1		8410	8410	11000	8410
8876	10002795100840100000	revuele ceramid face moisturizing spf25					0					11000	
8877	5060565106406	revuele ceramide anti blemish night face gel /sh				4	0	2		8412	8340	12000	16824
8878	5060565106390	revuele ceramide daily cr spf 50 /sh				10	0	3		9000	9000	12000	27000
8879	5060565105461	revuele ceramide eye cream/sh				5	0	1		6912	6912	9000	6912
8880	5060565105492	revuele ceramide foot cream				5	0	2		5594	5656	8000	11188
8881	5060565105485	revuele ceramide hand cream				1	0	1		4954	4954	7000	4954
8882	5060565105454	revuele ceramide hydrating cleanser / sh				43	0	6		9047	9092	12000	54284
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8883	5060565105430	revuele ceramide lotion 250ml/sh				58	0	1		9157	8909	13000	9157
8884	5060565105447	revuele ceramide moisturizing cream /sh				54	0			8195	8390	10000	
8885	3800225901987	revuele cityzen crystal cleanser				1	0			8208	8208	11000	
8886	5060565108073	Revuele clean sing oil /sh				2	0			7474	7474	9000	
8887	5060565109810	REVUELE CLEANSING FOAM/sh				13	0	4		6061	6061	9000	24245
8888	5061076240238	REVUELE COLLAGEN BOOST CR/sh				13	0	3		7178	7178	13000	21534
8889	5060565108103	REVUELE CONDITIONER/sh				3	0	3		6065	6065	10000	18195
8890	5060565109025	revuele daily sun barrier spf50				2	0	5		9786	9750	13000	48928
8891	5060565108783	revuele daily sunbarrier				1	0	1		9615	9615	12000	9615
8892	5060565108363	REVUELE DOUBLE HYALON+B5 CR/sh				13	0			7878	7878	11000	
8893	5060565108370	revuele double hyaluron eye care				4	0	2		7474	7474	10000	14948
8894	5060565105478	revuele face moisturizer spf25/sh				2	0	2		8208	8208	12000	16416
8895	5060565107397	revuele gentle cleansing foam prebiotics /sh				6	0			6999	7188	10000	
8896	5060565108110	REVUELE HAIR MASK /SH				1	0			7730	7730	10000	
8897	5060565108875	revuele hyaluron b5 body cream				1	0			7361	7361	10000	
8898	5060565108356	revuele hyaluron serum				2	0			9500	9500	14000	
8899	5060565108394	revuele hydro skin gel cleanser				1	0			8425	8650	10000	
8900	5060565106109	REVUELE LIQUID FACIAL 125ML				1	0			9428	9428	12000	
8901	5060565106918	revuele micellar					0	2		5252	5252	8000	10504
8902	5060565106192	revuele niacinamide 15% serum /sh				7	0			9750	9750	13000	
8903	5060565106185	REVUELE NIACINAMIDE GEL-CREAM 50ML /sh				6	0	1		7595	7720	11000	7595
8904	3800225902182	revuele no problem foam salicylic acid 150ml/sh				16	0	6		7193	7300	12000	43155
8905	5060565107342	revuele no problem washing foam/sh				14	0	1		5743	5750	10000	5743
8906	5060565106277	REVUELE PETINOL NIGHT /sh				4	0	2		8100	8100	10000	16200
8907	5060565106550	revuele polypeptide eye conture/sh				2	0	2		7171	7171	10000	14342
8908	5060565105737	REVUELE ProBio /sh				2	0	1		7323	7323	10000	7323
8909	5060565108431	REVUELE QUENCHING WATER GEL /SH				1	0			8670	8700	12000	
8910	5060565108097	revuele repair moisture shampoo / sh				1	0	1		5616	5616	7000	5616
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8911	5060565106253	revuele retinol eye contour gel 25ml				2	0	1		6767	6767	12000	6767
8912	5060565106246	revuele retinol mois.spf 30					0			7373	7373	9000	
8913	3800225902168	revuele salicylic acid 3in 1 wash gel/sh				176	0	2		5736	5600	7000	11472
8914	5060565107373	revuele salicylic acid and zinc wash gel/sh				12	0			5890	5960	8000	
8915	5060565107403	revuele salicylic acid and zinc/sh				2	0	1		7200	7200	10000	7200
8916	5060565108639	REVUELE SMOOTHING FOOT CREAM/sh				10	0	8		5184	5184	8000	41472
8917		revuele soft cleansing foam wuth chamomile infusion				1	0	1		6062	6062	8000	6062
8918	5060565108622	revuele sos repair hand cream				1	0	1		5098	5098	8000	5098
8919	5060565106574	revuele spf50 dry skin/sh				9	0	3		9986	10000	14000	29957
8920	5060565106567	revuele spf50 oily skin / sh				12	0			9936	9936	14000	
8921	5060565107410	REVUELE SPOT GEL/sh				14	0	6		5238	5616	8000	31428
8922	5060565106055	revuele sun protect tented cream				5	0	1		9932	9999	15000	9932
8923	5060565106062	revuele sunprotect tinted face cream spf50				1	0			10400	10400	14000	
8924	3800225902175	revuele tea tree oil facial wash gel/sh				31	0			5712	5750	8000	
8925	3800225902199	revuele tea tree oil foam/sh				10	0			7012	7411	12000	
8926	5060565106222	revuele vit c eye contour fluid				3	0			6060	6060	9000	
8927	5060565106208	revuele vit c mois. cream				5	0			7337	7373	9000	
8928	5060565106215	revuele vit c serum /sh				21	0	2		9187	9200	13000	18373
8929	5060565106239	revuele vit.c facial cream cleanser /sh				13	0	6		6950	6825	10000	41700
8930	5060565108448	revuele water eye cream gel/sh				2	0			7474	7474	10000	
8931	8682520190106	REXAGAIN -MINOXIDIL 10%/sh				22	0	3		28215	28500	34000	84644
8932	8682520191059	REXAGAIN -MINOXIDIL 5%/sh				4	0			19890	19890	25000	
8933	8682520191035	rexagain minoxidil shampoo وردي				3	0	1		6290	6000	10000	6290
8934	8682520190076	rexagain shampoo 300ml unirex				1	0	1		6000	6000	10000	6000
8935	8699514093572	Rexapin 10mg 28tablet					4					4500	
8936	8699514096498	Rexapin 2.5mg tab					4					2500	
8937	8699514080398	REXAPIN EASYTAB 10MG				1	4	4		3068	3068	5000	12272
8938	8710447493885	rexona men				2	0			2895	2895	5000	
8939	8717644891551	rexona spray / sh				16	0	60		1075	3635	5000	64517
البند	الباركود	الاسم	الاسم الأجنبي	الاسم العلمي	الوحدة2	باكيت	عامل تحويل	الرصيد	الوحدة	السعر الوسطي	آخر شراء	مستهلك	القيمة
8940	7791293046624	REXONA SPRAY 200ML				6	0			3275	3275	4000	
8941	4800888220844	REXONA STICKROLL 40G / sh				9	0	1		3052	3100	5000	3052
8942	4800888220882	REXONA STICKROLL MAN / sh				9	0	2		3052	3100	5000	6105
8943		REXONA STICKRPLL WOMAN					0					4000	
8944	5995321683290	Rexopam tablet					3			3351	3030	5000	
8945	5004012482507	r-fsh-cox 75iu amp UK					0					30000	
8946	900076370024	RHEUMALGIN OINT / sh				94	0	18		1564	1550	2000	28153
8947	7321839710995	Rhinocort Aqua 120 doses				2	0			16200	16200	20000	
8948	6251151001451	Rhinomax nasal spray Budesonide 120doses api / sh				18	0	2		9471	8779	11500	18942
8949	6118000191032	Rhumix 10 sachets				14	10	145		641	600	1000	92983
